,instance_type,linux_price,windows_price,region
333,m5n.8xlarge,$0.3193 per Hour,$1.7913 per Hour,US East (Ohio)
334,m5n.12xlarge,$0.4789 per Hour,$2.6869 per Hour,US East (Ohio)
335,m5n.16xlarge,$0.6385 per Hour,$3.5825 per Hour,US East (Ohio)
336,m5n.24xlarge,$0.9578 per Hour,$5.3738 per Hour,US East (Ohio)
337,m5dn.large,$0.02 per Hour,$0.112 per Hour,US East (Ohio)
338,m5dn.xlarge,$0.0408 per Hour,$0.2239 per Hour,US East (Ohio)
339,m5dn.2xlarge,$0.0798 per Hour,$0.4478 per Hour,US East (Ohio)
340,m5dn.4xlarge,$0.1596 per Hour,$0.8956 per Hour,US East (Ohio)
341,m5dn.8xlarge,$0.3193 per Hour,$1.7913 per Hour,US East (Ohio)
342,m5dn.12xlarge,$0.4789 per Hour,$2.6869 per Hour,US East (Ohio)
343,m5dn.16xlarge,$0.6385 per Hour,$3.5825 per Hour,US East (Ohio)
344,m5dn.24xlarge,$0.9578 per Hour,$5.3738 per Hour,US East (Ohio)
345,m5a.large,$0.02 per Hour,$0.112 per Hour,US East (Ohio)
346,m5a.xlarge,$0.0442 per Hour,$0.2239 per Hour,US East (Ohio)
347,m5a.2xlarge,$0.0817 per Hour,$0.4478 per Hour,US East (Ohio)
348,m5a.4xlarge,$0.1651 per Hour,$0.8956 per Hour,US East (Ohio)
349,m5a.8xlarge,$0.3193 per Hour,$1.7913 per Hour,US East (Ohio)
350,m5a.12xlarge,$0.5298 per Hour,$2.6869 per Hour,US East (Ohio)
351,m5a.16xlarge,$0.6385 per Hour,$3.5825 per Hour,US East (Ohio)
352,m5a.24xlarge,$1.0465 per Hour,$5.3738 per Hour,US East (Ohio)
353,m6g.medium,$0.0385 per Hour,N/A*,US East (Ohio)
354,m6g.large,$0.077 per Hour,N/A*,US East (Ohio)
355,m6g.xlarge,$0.0419 per Hour,N/A*,US East (Ohio)
356,m6g.2xlarge,$0.0838 per Hour,N/A*,US East (Ohio)
357,m6g.4xlarge,$0.1676 per Hour,N/A*,US East (Ohio)
358,m6g.8xlarge,$0.3352 per Hour,N/A*,US East (Ohio)
359,m6g.12xlarge,$0.5028 per Hour,N/A*,US East (Ohio)
360,m6g.16xlarge,$0.6705 per Hour,N/A*,US East (Ohio)
361,m6g.metal,$1.0057 per Hour,N/A*,US East (Ohio)
362,m1.small,N/A*,N/A*,US East (Ohio)
363,m1.medium,N/A*,N/A*,US East (Ohio)
364,m1.large,N/A*,N/A*,US East (Ohio)
365,m1.xlarge,N/A*,N/A*,US East (Ohio)
366,c5.large,$0.0191 per Hour,$0.111 per Hour,US East (Ohio)
367,c5.xlarge,$0.0406 per Hour,$0.222 per Hour,US East (Ohio)
368,c5.2xlarge,$0.0781 per Hour,$0.444 per Hour,US East (Ohio)
369,c5.4xlarge,$0.1748 per Hour,$0.888 per Hour,US East (Ohio)
370,c5.9xlarge,$0.3509 per Hour,$1.9981 per Hour,US East (Ohio)
371,c5.12xlarge,$0.5934 per Hour,$2.6641 per Hour,US East (Ohio)
372,c5.18xlarge,$0.8136 per Hour,$3.9961 per Hour,US East (Ohio)
373,c5.24xlarge,$0.9983 per Hour,$5.3282 per Hour,US East (Ohio)
374,c5.metal,$0.9122 per Hour,$5.3282 per Hour,US East (Ohio)
375,c5d.large,$0.019 per Hour,$0.111 per Hour,US East (Ohio)
376,c5d.xlarge,$0.0386 per Hour,$0.222 per Hour,US East (Ohio)
377,c5d.2xlarge,$0.076 per Hour,$0.444 per Hour,US East (Ohio)
378,c5d.4xlarge,$0.1593 per Hour,$0.888 per Hour,US East (Ohio)
379,c5d.9xlarge,$0.3533 per Hour,$1.9981 per Hour,US East (Ohio)
380,c5d.12xlarge,$0.5977 per Hour,$2.6641 per Hour,US East (Ohio)
381,c5d.18xlarge,$0.8057 per Hour,$3.9961 per Hour,US East (Ohio)
382,c5d.24xlarge,$0.9122 per Hour,$5.3282 per Hour,US East (Ohio)
383,c5d.metal,$0.9122 per Hour,$5.3282 per Hour,US East (Ohio)
384,c5n.large,$0.019 per Hour,$0.111 per Hour,US East (Ohio)
385,c5n.xlarge,$0.038 per Hour,$0.222 per Hour,US East (Ohio)
386,c5n.2xlarge,$0.0867 per Hour,$0.444 per Hour,US East (Ohio)
387,c5n.4xlarge,$0.1346 per Hour,$0.8706 per Hour,US East (Ohio)
388,c5n.9xlarge,$0.3964 per Hour,$1.9981 per Hour,US East (Ohio)
389,c5n.18xlarge,$0.6841 per Hour,$3.9961 per Hour,US East (Ohio)
390,c5n.metal,$0.9122 per Hour,$4.2242 per Hour,US East (Ohio)
391,c3.large,N/A*,N/A*,US East (Ohio)
392,c3.xlarge,N/A*,N/A*,US East (Ohio)
393,c3.2xlarge,N/A*,N/A*,US East (Ohio)
394,c3.4xlarge,N/A*,N/A*,US East (Ohio)
395,c3.8xlarge,N/A*,N/A*,US East (Ohio)
396,c4.large,$0.0221 per Hour,$0.1101 per Hour,US East (Ohio)
397,c4.xlarge,$0.0362 per Hour,$0.2202 per Hour,US East (Ohio)
398,c4.2xlarge,$0.0745 per Hour,$0.4404 per Hour,US East (Ohio)
399,c4.4xlarge,$0.1674 per Hour,$0.8808 per Hour,US East (Ohio)
400,c4.8xlarge,$0.347 per Hour,$1.7896 per Hour,US East (Ohio)
401,d2.xlarge,$0.207 per Hour,$0.338 per Hour,US East (Ohio)
402,d2.2xlarge,$0.414 per Hour,$0.635 per Hour,US East (Ohio)
403,d2.4xlarge,$0.828 per Hour,$1.13 per Hour,US East (Ohio)
404,d2.8xlarge,$1.656 per Hour,$2.334 per Hour,US East (Ohio)
405,h1.2xlarge,$0.1404 per Hour,$0.5084 per Hour,US East (Ohio)
406,h1.4xlarge,$0.2808 per Hour,$1.0168 per Hour,US East (Ohio)
407,h1.8xlarge,$0.5616 per Hour,$2.0336 per Hour,US East (Ohio)
408,h1.16xlarge,$2.6687 per Hour,$5.6174 per Hour,US East (Ohio)
409,i2.xlarge,$0.2559 per Hour,$0.3759 per Hour,US East (Ohio)
410,i2.2xlarge,$0.5115 per Hour,$0.7525 per Hour,US East (Ohio)
411,i2.4xlarge,$1.023 per Hour,$1.504 per Hour,US East (Ohio)
412,i2.8xlarge,$2.046 per Hour,$3.008 per Hour,US East (Ohio)
413,i3.large,$0.0468 per Hour,$0.1388 per Hour,US East (Ohio)
414,i3.xlarge,$0.0936 per Hour,$0.2776 per Hour,US East (Ohio)
415,i3.2xlarge,$0.2144 per Hour,$0.5552 per Hour,US East (Ohio)
416,i3.4xlarge,$0.3744 per Hour,$1.1104 per Hour,US East (Ohio)
417,i3.8xlarge,$0.7488 per Hour,$2.2208 per Hour,US East (Ohio)
418,i3.16xlarge,$1.4976 per Hour,$4.4416 per Hour,US East (Ohio)
419,i3.metal,$1.4976 per Hour,$4.4416 per Hour,US East (Ohio)
420,i3en.large,$0.0678 per Hour,$0.1598 per Hour,US East (Ohio)
421,i3en.xlarge,$0.1356 per Hour,$0.3196 per Hour,US East (Ohio)
422,i3en.2xlarge,$0.2712 per Hour,$0.6392 per Hour,US East (Ohio)
423,i3en.3xlarge,$0.4068 per Hour,$0.9588 per Hour,US East (Ohio)
424,i3en.6xlarge,$0.8136 per Hour,$1.9176 per Hour,US East (Ohio)
425,i3en.12xlarge,$1.6272 per Hour,$3.8352 per Hour,US East (Ohio)
426,i3en.24xlarge,$3.2544 per Hour,$7.6704 per Hour,US East (Ohio)
427,i3en.metal,$3.2544 per Hour,$7.6704 per Hour,US East (Ohio)
428,c1.medium,N/A*,N/A*,US East (Ohio)
429,c1.xlarge,N/A*,N/A*,US East (Ohio)
430,g2.2xlarge,N/A*,N/A*,US East (Ohio)
431,g2.8xlarge,N/A*,N/A*,US East (Ohio)
432,g3s.xlarge,$0.225 per Hour,$0.409 per Hour,US East (Ohio)
433,g3.4xlarge,$0.342 per Hour,$1.078 per Hour,US East (Ohio)
434,g3.8xlarge,$0.684 per Hour,$2.156 per Hour,US East (Ohio)
435,g3.16xlarge,$1.368 per Hour,$4.312 per Hour,US East (Ohio)
436,g4dn.xlarge,$0.1578 per Hour,$0.3418 per Hour,US East (Ohio)
437,g4dn.2xlarge,$0.2256 per Hour,$0.5936 per Hour,US East (Ohio)
438,g4dn.4xlarge,$0.3612 per Hour,$1.0972 per Hour,US East (Ohio)
439,g4dn.8xlarge,$0.6528 per Hour,$2.1248 per Hour,US East (Ohio)
440,g4dn.12xlarge,$1.1736 per Hour,$3.3816 per Hour,US East (Ohio)
441,g4dn.16xlarge,$1.3056 per Hour,$4.2496 per Hour,US East (Ohio)
442,p2.xlarge,$0.27 per Hour,$0.454 per Hour,US East (Ohio)
443,p2.8xlarge,$2.16 per Hour,$3.632 per Hour,US East (Ohio)
444,p2.16xlarge,$4.32 per Hour,$7.264 per Hour,US East (Ohio)
445,p3.2xlarge,$0.918 per Hour,$1.286 per Hour,US East (Ohio)
446,p3.8xlarge,$3.672 per Hour,$5.144 per Hour,US East (Ohio)
447,p3.16xlarge,$7.5848 per Hour,$10.288 per Hour,US East (Ohio)
448,p3dn.24xlarge,N/A*,N/A*,US East (Ohio)
449,inf1.xlarge,N/A*,N/A*,US East (Ohio)
450,inf1.2xlarge,N/A*,N/A*,US East (Ohio)
451,inf1.6xlarge,N/A*,N/A*,US East (Ohio)
452,inf1.24xlarge,N/A*,N/A*,US East (Ohio)
453,x1.16xlarge,$2.0007 per Hour,$4.9447 per Hour,US East (Ohio)
454,x1.32xlarge,$4.0014 per Hour,$9.8894 per Hour,US East (Ohio)
455,x1e.xlarge,$0.2502 per Hour,$0.4342 per Hour,US East (Ohio)
456,x1e.2xlarge,$0.5004 per Hour,$0.8684 per Hour,US East (Ohio)
457,x1e.4xlarge,$1.0008 per Hour,$1.7368 per Hour,US East (Ohio)
458,x1e.8xlarge,$2.0016 per Hour,$3.4736 per Hour,US East (Ohio)
459,x1e.16xlarge,$4.0032 per Hour,$6.9472 per Hour,US East (Ohio)
460,x1e.32xlarge,$8.0064 per Hour,$13.8944 per Hour,US East (Ohio)
461,r3.large,$0.019 per Hour,$0.144 per Hour,US East (Ohio)
462,r3.xlarge,$0.0378 per Hour,$0.2888 per Hour,US East (Ohio)
463,r3.2xlarge,$0.0783 per Hour,$0.4567 per Hour,US East (Ohio)
464,r3.4xlarge,$0.1565 per Hour,$0.7675 per Hour,US East (Ohio)
465,r3.8xlarge,$0.3151 per Hour,$1.1469 per Hour,US East (Ohio)
466,r4.large,$0.0226 per Hour,$0.1119 per Hour,US East (Ohio)
467,r4.xlarge,$0.0447 per Hour,$0.2238 per Hour,US East (Ohio)
468,r4.2xlarge,$0.0796 per Hour,$0.4476 per Hour,US East (Ohio)
469,r4.4xlarge,$0.1781 per Hour,$0.8953 per Hour,US East (Ohio)
470,r4.8xlarge,$0.3236 per Hour,$1.7905 per Hour,US East (Ohio)
471,r4.16xlarge,$0.6543 per Hour,$3.5811 per Hour,US East (Ohio)
472,r5.large,$0.0209 per Hour,$0.1129 per Hour,US East (Ohio)
473,r5.xlarge,$0.0443 per Hour,$0.2256 per Hour,US East (Ohio)
474,r5.2xlarge,$0.0852 per Hour,$0.4515 per Hour,US East (Ohio)
475,r5.4xlarge,$0.1845 per Hour,$0.9028 per Hour,US East (Ohio)
476,r5.8xlarge,$0.3345 per Hour,$1.8065 per Hour,US East (Ohio)
477,r5.12xlarge,$0.5027 per Hour,$2.7084 per Hour,US East (Ohio)
478,r5.16xlarge,$0.6689 per Hour,$3.6129 per Hour,US East (Ohio)
479,r5.24xlarge,$1.0008 per Hour,$5.4168 per Hour,US East (Ohio)
480,r5a.large,$0.0209 per Hour,$0.1129 per Hour,US East (Ohio)
481,r5a.xlarge,$0.0418 per Hour,$0.2258 per Hour,US East (Ohio)
482,r5a.2xlarge,$0.0836 per Hour,$0.4516 per Hour,US East (Ohio)
483,r5a.4xlarge,$0.1685 per Hour,$0.9032 per Hour,US East (Ohio)
484,r5a.8xlarge,$0.3345 per Hour,$1.8065 per Hour,US East (Ohio)
485,r5a.12xlarge,$0.5017 per Hour,$2.7097 per Hour,US East (Ohio)
486,r5a.16xlarge,$0.6689 per Hour,$3.6129 per Hour,US East (Ohio)
487,r5a.24xlarge,$1.0034 per Hour,$5.4194 per Hour,US East (Ohio)
488,r5ad.large,$0.0209 per Hour,$0.1129 per Hour,US East (Ohio)
489,r5ad.xlarge,$0.044 per Hour,$0.2258 per Hour,US East (Ohio)
490,r5ad.2xlarge,$0.0836 per Hour,$0.4516 per Hour,US East (Ohio)
491,r5ad.4xlarge,$0.1672 per Hour,$0.9032 per Hour,US East (Ohio)
492,r5ad.8xlarge,N/A*,N/A*,US East (Ohio)
493,r5ad.12xlarge,$0.5017 per Hour,$2.7097 per Hour,US East (Ohio)
494,r5ad.16xlarge,N/A*,N/A*,US East (Ohio)
495,r5ad.24xlarge,$1.0034 per Hour,$5.4194 per Hour,US East (Ohio)
496,r5d.large,$0.0209 per Hour,$0.1129 per Hour,US East (Ohio)
497,r5d.xlarge,$0.0443 per Hour,$0.226 per Hour,US East (Ohio)
498,r5d.2xlarge,$0.1096 per Hour,$0.4519 per Hour,US East (Ohio)
499,r5d.4xlarge,$0.2066 per Hour,$0.9038 per Hour,US East (Ohio)
500,r5d.8xlarge,$0.3345 per Hour,$1.8065 per Hour,US East (Ohio)
501,r5d.12xlarge,$0.5035 per Hour,$2.7115 per Hour,US East (Ohio)
502,r5d.16xlarge,$0.6689 per Hour,$3.6129 per Hour,US East (Ohio)
503,r5d.24xlarge,$1.0283 per Hour,$5.4229 per Hour,US East (Ohio)
504,r5n.large,$0.0209 per Hour,$0.1129 per Hour,US East (Ohio)
505,r5n.xlarge,$0.0418 per Hour,$0.2258 per Hour,US East (Ohio)
506,r5n.2xlarge,$0.0847 per Hour,$0.4516 per Hour,US East (Ohio)
507,r5n.4xlarge,$0.1672 per Hour,$0.9032 per Hour,US East (Ohio)
508,r5n.8xlarge,$0.3345 per Hour,$1.8065 per Hour,US East (Ohio)
509,r5n.12xlarge,$0.5017 per Hour,$2.7097 per Hour,US East (Ohio)
510,r5n.16xlarge,$0.6689 per Hour,$3.6129 per Hour,US East (Ohio)
511,r5n.24xlarge,$1.0034 per Hour,$5.4194 per Hour,US East (Ohio)
512,r5dn.large,$0.167 per Hour,$0.259 per Hour,US East (Ohio)
513,r5dn.xlarge,$0.0418 per Hour,$0.2258 per Hour,US East (Ohio)
514,r5dn.2xlarge,$0.0836 per Hour,$0.4516 per Hour,US East (Ohio)
515,r5dn.4xlarge,$0.1672 per Hour,$0.9032 per Hour,US East (Ohio)
516,r5dn.8xlarge,$0.3345 per Hour,$1.8065 per Hour,US East (Ohio)
517,r5dn.12xlarge,$0.5017 per Hour,$2.7097 per Hour,US East (Ohio)
518,r5dn.16xlarge,$0.6689 per Hour,$3.6129 per Hour,US East (Ohio)
519,r5dn.24xlarge,$1.0034 per Hour,$5.4194 per Hour,US East (Ohio)
520,m5.metal,$0.6385 per Hour,$5.0545 per Hour,US East (Ohio)
521,m5d.metal,$0.6385 per Hour,$5.0545 per Hour,US East (Ohio)
522,r5.metal,$0.6689 per Hour,$5.0849 per Hour,US East (Ohio)
523,r5d.metal,$0.6689 per Hour,$5.0849 per Hour,US East (Ohio)
524,z1d.large,$0.0558 per Hour,$0.1478 per Hour,US East (Ohio)
525,z1d.xlarge,$0.1116 per Hour,$0.2956 per Hour,US East (Ohio)
526,z1d.2xlarge,$0.2232 per Hour,$0.5912 per Hour,US East (Ohio)
527,z1d.3xlarge,$0.3348 per Hour,$0.8868 per Hour,US East (Ohio)
528,z1d.6xlarge,$0.6696 per Hour,$1.7736 per Hour,US East (Ohio)
529,z1d.12xlarge,$1.3392 per Hour,$3.5472 per Hour,US East (Ohio)
530,z1d.metal,$1.3392 per Hour,$3.5472 per Hour,US East (Ohio)
531,m2.xlarge,N/A*,N/A*,US East (Ohio)
532,m2.2xlarge,N/A*,N/A*,US East (Ohio)
533,m2.4xlarge,N/A*,N/A*,US East (Ohio)
534,t1.micro,N/A*,N/A*,US East (Ohio)
535,f1.2xlarge,N/A*,N/A*,US East (Ohio)
536,f1.4xlarge,N/A*,N/A*,US East (Ohio)
537,f1.16xlarge,N/A*,N/A*,US East (Ohio)
538,a1.medium,$0.0083 per Hour,N/A*,US West (Oregon)
539,a1.large,$0.0167 per Hour,N/A*,US West (Oregon)
540,a1.xlarge,$0.0334 per Hour,N/A*,US West (Oregon)
541,a1.2xlarge,$0.0667 per Hour,N/A*,US West (Oregon)
542,a1.4xlarge,$0.1335 per Hour,N/A*,US West (Oregon)
543,a1.metal,$0.1335 per Hour,N/A*,US West (Oregon)
544,t2.micro,$0.0035 per Hour,$0.0081 per Hour,US West (Oregon)
545,t2.small,$0.0069 per Hour,$0.0159 per Hour,US West (Oregon)
546,t2.medium,$0.0139 per Hour,$0.0319 per Hour,US West (Oregon)
547,t2.large,$0.0278 per Hour,$0.0558 per Hour,US West (Oregon)
548,t2.xlarge,$0.0557 per Hour,$0.0967 per Hour,US West (Oregon)
549,t2.2xlarge,$0.1114 per Hour,$0.1734 per Hour,US West (Oregon)
550,t3.nano,$0.0016 per Hour,$0.0062 per Hour,US West (Oregon)
551,t3.micro,$0.0031 per Hour,$0.0123 per Hour,US West (Oregon)
552,t3.small,$0.0062 per Hour,$0.0246 per Hour,US West (Oregon)
553,t3.medium,$0.0125 per Hour,$0.0309 per Hour,US West (Oregon)
554,t3.large,$0.025 per Hour,$0.0526 per Hour,US West (Oregon)
555,t3.xlarge,$0.0499 per Hour,$0.1235 per Hour,US West (Oregon)
556,t3.2xlarge,$0.0998 per Hour,$0.247 per Hour,US West (Oregon)
557,t3a.2xlarge,$0.0902 per Hour,$0.2374 per Hour,US West (Oregon)
558,t3a.large,$0.0226 per Hour,$0.0502 per Hour,US West (Oregon)
559,t3a.medium,$0.0114 per Hour,$0.0297 per Hour,US West (Oregon)
560,t3a.micro,$0.0028 per Hour,$0.012 per Hour,US West (Oregon)
561,t3a.nano,$0.0017 per Hour,$0.006 per Hour,US West (Oregon)
562,t3a.small,$0.0056 per Hour,$0.024 per Hour,US West (Oregon)
563,t3a.xlarge,$0.0451 per Hour,$0.1187 per Hour,US West (Oregon)
564,m3.medium,$0.0067 per Hour,$0.0697 per Hour,US West (Oregon)
565,m3.large,$0.0307 per Hour,$0.1567 per Hour,US West (Oregon)
566,m3.xlarge,$0.0613 per Hour,$0.3133 per Hour,US West (Oregon)
567,m3.2xlarge,$0.1226 per Hour,$0.6266 per Hour,US West (Oregon)
568,m4.large,$0.0331 per Hour,$0.1242 per Hour,US West (Oregon)
569,m4.xlarge,$0.0712 per Hour,$0.2484 per Hour,US West (Oregon)
570,m4.2xlarge,$0.1454 per Hour,$0.4968 per Hour,US West (Oregon)
571,m4.4xlarge,$0.2975 per Hour,$0.9936 per Hour,US West (Oregon)
572,m4.10xlarge,$0.6598 per Hour,$2.4839 per Hour,US West (Oregon)
573,m4.16xlarge,$1.0305 per Hour,$3.9742 per Hour,US West (Oregon)
574,m5.large,$0.0342 per Hour,$0.1258 per Hour,US West (Oregon)
575,m5.xlarge,$0.0702 per Hour,$0.2516 per Hour,US West (Oregon)
576,m5.2xlarge,$0.1557 per Hour,$0.5032 per Hour,US West (Oregon)
577,m5.4xlarge,$0.3026 per Hour,$1.0064 per Hour,US West (Oregon)
578,m5.8xlarge,$0.5718 per Hour,$2.0129 per Hour,US West (Oregon)
579,m5.12xlarge,$0.8187 per Hour,$3.0193 per Hour,US West (Oregon)
580,m5.16xlarge,$1.0818 per Hour,$4.0258 per Hour,US West (Oregon)
581,m5.24xlarge,$1.7983 per Hour,$6.0386 per Hour,US West (Oregon)
582,m5ad.large,$0.0338 per Hour,$0.1258 per Hour,US West (Oregon)
583,m5ad.xlarge,$0.0721 per Hour,$0.2516 per Hour,US West (Oregon)
584,m5ad.2xlarge,$0.1352 per Hour,$0.5032 per Hour,US West (Oregon)
585,m5ad.4xlarge,$0.2704 per Hour,$1.0064 per Hour,US West (Oregon)
586,m5ad.8xlarge,$0.5409 per Hour,$2.0129 per Hour,US West (Oregon)
587,m5ad.12xlarge,$0.8113 per Hour,$3.0193 per Hour,US West (Oregon)
588,m5ad.16xlarge,$1.0818 per Hour,$4.0258 per Hour,US West (Oregon)
589,m5ad.24xlarge,$1.6226 per Hour,$6.0386 per Hour,US West (Oregon)
590,m5d.large,$0.0338 per Hour,$0.1258 per Hour,US West (Oregon)
591,m5d.xlarge,$0.0676 per Hour,$0.2516 per Hour,US West (Oregon)
592,m5d.2xlarge,$0.1352 per Hour,$0.5032 per Hour,US West (Oregon)
593,m5d.4xlarge,$0.2704 per Hour,$1.0064 per Hour,US West (Oregon)
594,m5d.8xlarge,$0.5409 per Hour,$2.0129 per Hour,US West (Oregon)
595,m5d.12xlarge,$0.8113 per Hour,$3.0193 per Hour,US West (Oregon)
596,m5d.16xlarge,$1.0818 per Hour,$4.0258 per Hour,US West (Oregon)
597,m5d.24xlarge,$1.6226 per Hour,$6.0386 per Hour,US West (Oregon)
598,m5n.large,$0.0339 per Hour,$0.1258 per Hour,US West (Oregon)
599,m5n.xlarge,$0.0689 per Hour,$0.2516 per Hour,US West (Oregon)
600,m5n.2xlarge,$0.2891 per Hour,$0.5032 per Hour,US West (Oregon)
601,m5n.4xlarge,$0.3214 per Hour,$1.0064 per Hour,US West (Oregon)
602,m5n.8xlarge,$0.5448 per Hour,$2.0129 per Hour,US West (Oregon)
603,m5n.12xlarge,$0.8113 per Hour,$3.0193 per Hour,US West (Oregon)
604,m5n.16xlarge,$1.0818 per Hour,$4.0258 per Hour,US West (Oregon)
605,m5n.24xlarge,$1.6226 per Hour,$6.0386 per Hour,US West (Oregon)
606,m5dn.large,$0.0338 per Hour,$0.1258 per Hour,US West (Oregon)
607,m5dn.xlarge,$0.0678 per Hour,$0.2516 per Hour,US West (Oregon)
608,m5dn.2xlarge,$0.3816 per Hour,$0.5032 per Hour,US West (Oregon)
609,m5dn.4xlarge,$0.3248 per Hour,$1.0064 per Hour,US West (Oregon)
610,m5dn.8xlarge,$0.6488 per Hour,$2.0129 per Hour,US West (Oregon)
611,m5dn.12xlarge,$0.8172 per Hour,$3.0193 per Hour,US West (Oregon)
612,m5dn.16xlarge,$1.0818 per Hour,$4.0258 per Hour,US West (Oregon)
613,m5dn.24xlarge,$1.6459 per Hour,$6.0386 per Hour,US West (Oregon)
614,m5a.large,$0.0343 per Hour,$0.1258 per Hour,US West (Oregon)
615,m5a.xlarge,$0.0676 per Hour,$0.2516 per Hour,US West (Oregon)
616,m5a.2xlarge,$0.1494 per Hour,$0.5032 per Hour,US West (Oregon)
617,m5a.4xlarge,$0.2978 per Hour,$1.0064 per Hour,US West (Oregon)
618,m5a.8xlarge,$0.6259 per Hour,$2.0129 per Hour,US West (Oregon)
619,m5a.12xlarge,$0.8113 per Hour,$3.0193 per Hour,US West (Oregon)
620,m5a.16xlarge,$1.0818 per Hour,$4.0258 per Hour,US West (Oregon)
621,m5a.24xlarge,$1.6226 per Hour,$6.0386 per Hour,US West (Oregon)
622,m6g.medium,$0.0177 per Hour,N/A*,US West (Oregon)
623,m6g.large,$0.0355 per Hour,N/A*,US West (Oregon)
624,m6g.xlarge,$0.071 per Hour,N/A*,US West (Oregon)
625,m6g.2xlarge,$0.142 per Hour,N/A*,US West (Oregon)
626,m6g.4xlarge,$0.284 per Hour,N/A*,US West (Oregon)
627,m6g.8xlarge,$0.5679 per Hour,N/A*,US West (Oregon)
628,m6g.12xlarge,$0.8519 per Hour,N/A*,US West (Oregon)
629,m6g.16xlarge,$1.1358 per Hour,N/A*,US West (Oregon)
630,m6g.metal,$1.7038 per Hour,N/A*,US West (Oregon)
631,m1.small,$0.0044 per Hour,$0.0354 per Hour,US West (Oregon)
632,m1.medium,$0.0087 per Hour,$0.0707 per Hour,US West (Oregon)
633,m1.large,$0.0175 per Hour,$0.1415 per Hour,US West (Oregon)
634,m1.xlarge,$0.035 per Hour,$0.283 per Hour,US West (Oregon)
635,c5.large,$0.0322 per Hour,$0.1242 per Hour,US West (Oregon)
636,c5.xlarge,$0.0724 per Hour,$0.2484 per Hour,US West (Oregon)
637,c5.2xlarge,$0.1491 per Hour,$0.4968 per Hour,US West (Oregon)
638,c5.4xlarge,$0.2744 per Hour,$0.9936 per Hour,US West (Oregon)
639,c5.9xlarge,$0.5899 per Hour,$2.2355 per Hour,US West (Oregon)
640,c5.12xlarge,$0.7727 per Hour,$2.9807 per Hour,US West (Oregon)
641,c5.18xlarge,$1.159 per Hour,$4.471 per Hour,US West (Oregon)
642,c5.24xlarge,$1.5454 per Hour,$5.9614 per Hour,US West (Oregon)
643,c5.metal,$1.5454 per Hour,$5.9614 per Hour,US West (Oregon)
644,c5d.large,$0.0322 per Hour,$0.1242 per Hour,US West (Oregon)
645,c5d.xlarge,$0.0644 per Hour,$0.2484 per Hour,US West (Oregon)
646,c5d.2xlarge,$0.1288 per Hour,$0.4968 per Hour,US West (Oregon)
647,c5d.4xlarge,$0.2576 per Hour,$0.9936 per Hour,US West (Oregon)
648,c5d.9xlarge,$0.5795 per Hour,$2.2355 per Hour,US West (Oregon)
649,c5d.12xlarge,$0.7727 per Hour,$2.9807 per Hour,US West (Oregon)
650,c5d.18xlarge,$1.159 per Hour,$4.471 per Hour,US West (Oregon)
651,c5d.24xlarge,$1.5454 per Hour,$5.9614 per Hour,US West (Oregon)
652,c5d.metal,$1.5454 per Hour,$5.9614 per Hour,US West (Oregon)
653,c5n.large,$0.0327 per Hour,$0.1242 per Hour,US West (Oregon)
654,c5n.xlarge,$0.0652 per Hour,$0.2484 per Hour,US West (Oregon)
655,c5n.2xlarge,$0.148 per Hour,$0.4968 per Hour,US West (Oregon)
656,c5n.4xlarge,$0.3376 per Hour,$0.9936 per Hour,US West (Oregon)
657,c5n.9xlarge,$0.6178 per Hour,$2.2355 per Hour,US West (Oregon)
658,c5n.18xlarge,$1.159 per Hour,$4.471 per Hour,US West (Oregon)
659,c5n.metal,$1.5454 per Hour,$4.8574 per Hour,US West (Oregon)
660,c3.large,$0.0294 per Hour,$0.1122 per Hour,US West (Oregon)
661,c3.xlarge,$0.0584 per Hour,$0.2244 per Hour,US West (Oregon)
662,c3.2xlarge,$0.1168 per Hour,$0.4488 per Hour,US West (Oregon)
663,c3.4xlarge,$0.2365 per Hour,$0.8976 per Hour,US West (Oregon)
664,c3.8xlarge,$0.4702 per Hour,$1.7952 per Hour,US West (Oregon)
665,c4.large,$0.0307 per Hour,$0.1227 per Hour,US West (Oregon)
666,c4.xlarge,$0.0613 per Hour,$0.2453 per Hour,US West (Oregon)
667,c4.2xlarge,$0.1257 per Hour,$0.4906 per Hour,US West (Oregon)
668,c4.4xlarge,$0.2494 per Hour,$0.9813 per Hour,US West (Oregon)
669,c4.8xlarge,$0.4994 per Hour,$1.9906 per Hour,US West (Oregon)
670,d2.xlarge,$0.207 per Hour,$0.338 per Hour,US West (Oregon)
671,d2.2xlarge,$0.414 per Hour,$0.635 per Hour,US West (Oregon)
672,d2.4xlarge,$0.828 per Hour,$1.13 per Hour,US West (Oregon)
673,d2.8xlarge,$1.656 per Hour,$2.334 per Hour,US West (Oregon)
674,h1.2xlarge,$0.1434 per Hour,$0.5084 per Hour,US West (Oregon)
675,h1.4xlarge,$0.2808 per Hour,$1.0168 per Hour,US West (Oregon)
676,h1.8xlarge,$0.6573 per Hour,$2.0336 per Hour,US West (Oregon)
677,h1.16xlarge,$1.1232 per Hour,$4.0672 per Hour,US West (Oregon)
678,i2.xlarge,$0.2559 per Hour,$0.3759 per Hour,US West (Oregon)
679,i2.2xlarge,$0.5115 per Hour,$0.7525 per Hour,US West (Oregon)
680,i2.4xlarge,$1.023 per Hour,$1.504 per Hour,US West (Oregon)
